State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Unemployment,Income
Alabama,Autauga County,1845,899,946,2.4,86.3,5.2,0.0,1.2,0.0,4.6,67826.0
Alabama,Autauga County,2172,1167,1005,1.1,41.6,54.5,0.0,1.0,0.0,3.4,41287.0
Alabama,Autauga County,3385,1533,1852,8.0,61.4,26.5,0.6,0.7,0.4,4.7,46806.0
Alabama,Autauga County,4267,2001,2266,9.6,80.3,7.1,0.5,0.2,0.0,6.1,55895.0
Alabama,Autauga County,9965,5054,4911,0.9,77.5,16.4,0.0,3.1,0.0,2.3,68143.0
Alabama,Autauga County,3620,1765,1855,3.0,70.7,25.1,0.0,0.0,0.0,6.1,44549.0
Alabama,Autauga County,3420,1459,1961,4.0,78.0,13.7,0.6,0.0,0.0,16.9,41250.0
Alabama,Autauga County,2913,1495,1418,4.2,86.3,7.1,1.5,0.0,0.0,7.2,80089.0
Alabama,Autauga County,11333,5488,5845,1.4,81.8,15.3,0.0,1.0,0.0,2.2,64439.0
Alabama,Autauga County,6167,3111,3056,1.0,86.2,9.7,0.8,0.3,0.0,6.8,49469.0
Alabama,Autauga County,2796,1440,1356,0.8,71.5,25.7,0.8,0.0,0.0,6.0,46607.0
Alabama,Autauga County,3153,1487,1666,0.7,46.3,53.0,0.0,0.0,0.0,5.4,36450.0
Alabama,Baldwin County,3988,2170,1818,0.3,75.4,18.3,5.1,0.0,0.0,5.8,41387.0
Alabama,Baldwin County,3259,1522,1737,0.3,86.7,10.5,0.7,0.0,0.0,7.8,33769.0
Alabama,Baldwin County,9056,4378,4678,2.6,79.2,15.9,0.9,0.0,0.0,3.9,49583.0
Alabama,Baldwin County,4810,2436,2374,5.0,84.4,8.4,1.1,0.3,0.0,7.4,47178.0
Alabama,Baldwin County,5038,2750,2288,1.6,81.6,14.6,0.3,0.7,0.0,4.4,41071.0
Alabama,Baldwin County,3418,1682,1736,3.9,26.7,69.4,0.0,0.0,0.0,5.9,27722.0
Alabama,Baldwin County,8068,3966,4102,4.3,92.1,1.4,0.3,0.7,0.0,2.3,80800.0
Alabama,Baldwin County,17748,8863,8885,2.6,83.8,6.0,0.0,1.9,0.0,2.9,87373.0
Alabama,Baldwin County,5883,2799,3084,3.6,77.7,17.5,0.0,0.7,0.0,5.5,70132.0
Alabama,Baldwin County,9704,4754,4950,3.7,77.1,15.9,0.0,0.8,0.0,5.6,55217.0
Alabama,Baldwin County,7499,3754,3745,0.5,72.9,22.2,0.0,3.4,0.0,7.4,62684.0
Alabama,Baldwin County,5688,3144,2544,5.4,76.0,16.2,2.1,0.0,0.0,2.9,49286.0
Alabama,Baldwin County,6342,3239,3103,9.7,83.7,1.5,3.6,0.3,0.0,2.1,50411.0
Alabama,Baldwin County,8009,4107,3902,5.6,92.1,1.7,0.3,0.0,0.0,1.1,45067.0
Alabama,Baldwin County,5473,2543,2930,12.1,82.2,3.6,1.7,0.0,0.0,2.5,44804.0
Alabama,Baldwin County,4072,2134,1938,7.3,80.5,4.5,5.7,0.0,0.0,5.3,35490.0
Alabama,Baldwin County,10485,4676,5809,8.3,85.4,2.8,0.4,1.5,0.0,4.9,64486.0
Alabama,Baldwin County,4296,2012,2284,1.0,90.6,2.5,0.3,0.0,0.0,4.6,62000.0
Alabama,Baldwin County,5136,2652,2484,2.2,87.3,9.9,0.0,0.6,0.0,2.5,60846.0
Alabama,Baldwin County,6179,2706,3473,1.0,73.4,25.0,0.3,0.0,0.0,12.4,52500.0
Alabama,Baldwin County,4710,2154,2556,0.7,94.4,4.3,0.3,0.0,0.0,5.3,67917.0
Alabama,Baldwin County,10180,5420,4760,7.3,82.2,6.4,0.3,0.9,0.0,7.2,51695.0
Alabama,Baldwin County,10050,4533,5517,6.6,89.3,2.7,1.4,0.0,0.0,6.3,48245.0
Alabama,Baldwin County,4386,2253,2133,1.2,96.4,0.9,0.0,0.5,0.0,5.6,78578.0
Alabama,Baldwin County,3331,1599,1732,1.9,93.7,0.0,0.8,0.3,0.0,6.2,46833.0
Alabama,Baldwin County,5123,2479,2644,2.5,95.5,0.0,0.0,2.0,0.0,7.8,45190.0
Alabama,Baldwin County,708,294,414,0.0,100.0,0.0,0.0,0.0,0.0,29.4,54688.0
Alabama,Baldwin County,6334,3109,3225,4.4,80.8,11.1,0.0,1.8,0.0,7.1,45561.0
Alabama,Baldwin County,11801,5237,6564,5.4,77.4,15.4,0.5,0.0,0.0,12.3,37237.0
Alabama,Baldwin County,7131,3699,3432,9.7,87.6,1.4,0.7,0.1,0.0,3.1,49900.0
Alabama,Baldwin County,5455,2463,2992,3.7,94.5,0.6,0.7,0.3,0.0,5.3,47049.0
Alabama,Baldwin County,0,0,0,,,,,,,,
Alabama,Barbour County,3071,1422,1649,0.0,52.0,47.3,0.7,0.0,0.0,17.2,36595.0
Alabama,Barbour County,4291,2835,1456,2.0,34.6,61.9,0.4,0.2,0.0,16.4,31042.0
Alabama,Barbour County,1813,892,921,3.5,43.8,50.8,0.0,0.0,0.0,9.4,31442.0
Alabama,Barbour County,3721,2336,1385,6.8,53.9,38.9,0.2,0.0,0.0,5.7,32583.0
Alabama,Barbour County,3365,1713,1652,4.2,69.2,18.0,0.0,0.9,0.0,10.3,39458.0
Alabama,Barbour County,2120,993,1127,10.3,48.2,39.9,0.0,0.0,0.0,7.6,26520.0
Alabama,Barbour County,1775,767,1008,0.0,41.8,57.9,0.0,0.0,0.0,11.7,26250.0
Alabama,Barbour County,2157,1045,1112,2.2,42.7,54.0,0.0,0.9,0.0,12.4,39873.0
Alabama,Barbour County,3888,1973,1915,7.5,28.0,62.0,0.0,2.4,0.0,16.1,30697.0
Alabama,Bibb County,2643,1370,1273,3.0,90.9,6.2,0.0,0.0,0.0,11.5,47301.0
Alabama,Bibb County,6201,3093,3108,2.6,91.9,4.7,0.3,0.0,0.0,7.3,42061.0
Alabama,Bibb County,5032,2546,2486,0.0,81.2,17.7,1.0,0.0,0.0,10.9,52659.0
Alabama,Bibb County,8704,5242,3462,3.3,53.6,41.6,0.2,0.0,0.0,5.4,36687.0
Alabama,Blount County,7532,3727,3805,14.1,78.8,4.2,0.0,0.0,0.0,5.0,45571.0
Alabama,Blount County,7285,3483,3802,17.0,76.3,4.0,0.0,0.0,0.0,5.0,50142.0
Alabama,Blount County,3572,1741,1831,18.3,80.5,0.1,0.0,0.1,0.0,3.1,45809.0
Alabama,Blount County,4937,2489,2448,19.9,76.5,0.0,1.5,0.1,0.0,4.8,42120.0
Alabama,Blount County,4637,2269,2368,7.8,90.6,0.0,0.3,0.2,0.0,3.7,37781.0
Alabama,Blount County,7526,3718,3808,7.1,90.3,0.9,0.4,0.1,0.0,7.5,40518.0
Alabama,Blount County,4146,2313,1833,1.1,95.0,1.1,0.2,0.0,0.0,4.4,48889.0
Alabama,Blount County,9317,4442,4875,1.2,96.3,1.3,0.1,0.4,0.0,3.4,63266.0
Alabama,Blount County,8715,4308,4407,2.3,95.5,0.4,0.7,0.3,0.0,6.0,42834.0
Alabama,Bullock County,1488,702,786,0.0,5.8,93.1,0.0,1.1,0.0,17.0,22266.0
Alabama,Bullock County,5608,2860,2748,0.6,19.9,78.4,0.0,1.0,0.0,7.6,27013.0
Alabama,Bullock County,3382,2054,1328,0.0,31.4,63.3,3.3,0.0,0.0,16.5,44417.0
Alabama,Butler County,2089,866,1223,0.0,55.6,42.8,0.0,0.8,0.0,4.4,32102.0
Alabama,Butler County,1284,528,756,0.0,65.4,30.0,0.0,0.0,0.0,3.4,41713.0
Alabama,Butler County,2351,1259,1092,1.4,41.0,53.0,0.0,3.6,0.0,6.3,45433.0
Alabama,Butler County,1523,792,731,0.9,57.5,32.0,0.0,6.0,0.0,6.3,49107.0
Alabama,Butler County,3084,1393,1691,0.0,21.1,76.7,0.0,0.0,0.0,13.9,28910.0
Alabama,Butler County,3957,1745,2212,0.3,61.8,37.6,0.0,0.0,0.0,4.3,36096.0
Alabama,Butler County,1869,896,973,0.5,89.4,8.2,0.0,0.0,0.0,7.0,48450.0
Alabama,Butler County,2695,1418,1277,0.0,36.8,61.7,0.3,1.2,0.0,12.1,23472.0
Alabama,Butler County,1274,519,755,0.0,72.1,24.9,0.5,0.0,0.0,14.5,24722.0
Alabama,Calhoun County,2488,1308,1180,1.1,40.4,56.8,0.3,1.4,0.0,12.7,31875.0
Alabama,Calhoun County,2579,1160,1419,4.9,18.7,76.3,0.0,0.0,0.0,23.1,19422.0
Alabama,Calhoun County,2810,1230,1580,1.4,26.8,68.1,0.0,0.6,0.2,20.2,22165.0
Alabama,Calhoun County,1275,459,816,4.5,3.5,90.3,0.0,0.0,0.0,11.7,15962.0
Alabama,Calhoun County,2005,997,1008,0.2,22.3,66.6,0.0,0.0,0.0,28.0,17946.0
Alabama,Calhoun County,2832,1312,1520,4.4,48.9,32.6,0.0,3.8,0.0,14.3,32941.0
Alabama,Calhoun County,1197,470,727,0.0,47.4,47.3,0.0,0.0,0.0,20.2,27212.0
Alabama,Calhoun County,3665,1515,2150,0.4,72.6,22.7,0.1,1.7,0.0,5.1,35636.0
Alabama,Calhoun County,5965,2820,3145,5.8,62.2,26.4,0.0,3.7,0.0,9.4,51683.0
Alabama,Calhoun County,7046,3145,3901,11.0,71.4,17.6,0.0,0.0,0.0,12.5,53491.0
Alabama,Calhoun County,3184,1567,1617,5.5,52.0,38.8,0.0,1.7,0.0,16.7,30051.0
Alabama,Calhoun County,4156,2018,2138,12.0,71.0,13.4,0.0,2.6,0.0,8.4,50986.0
Alabama,Calhoun County,2112,1018,1094,4.4,95.3,0.0,0.3,0.0,0.0,10.2,38359.0
Alabama,Calhoun County,3053,1610,1443,1.6,73.0,25.4,0.0,0.0,0.0,11.1,37941.0
Alabama,Calhoun County,5218,2529,2689,3.9,90.4,4.1,0.0,0.3,0.0,7.0,46351.0
Alabama,Calhoun County,3508,1644,1864,7.4,72.9,18.3,0.0,0.0,0.0,16.5,38313.0
Alabama,Calhoun County,6821,3436,3385,3.8,60.9,30.2,0.1,2.2,0.0,9.6,45000.0
Alabama,Calhoun County,6527,3059,3468,3.9,78.9,8.5,0.6,2.4,0.0,12.7,50229.0
Alabama,Calhoun County,6962,3457,3505,1.3,92.1,3.5,0.4,0.5,0.0,2.5,60818.0
Alabama,Calhoun County,3621,1810,1811,0.9,63.4,33.9,0.0,0.7,0.0,8.7,22029.0
Alabama,Calhoun County,3208,1486,1722,1.1,81.9,11.4,0.0,0.4,0.0,9.8,60306.0
Alabama,Calhoun County,7025,3353,3672,4.2,71.8,20.4,0.2,1.9,0.0,15.8,38714.0
Alabama,Calhoun County,3378,1605,1773,1.6,92.7,4.1,0.6,0.4,0.0,3.4,43750.0
Alabama,Calhoun County,3540,1683,1857,3.9,80.1,13.2,0.0,0.0,0.0,9.0,28886.0
Alabama,Calhoun County,4652,2586,2066,1.9,93.9,2.6,0.0,0.0,0.0,4.7,55110.0
Alabama,Calhoun County,7451,3559,3892,0.9,93.5,5.1,0.4,0.0,0.0,5.4,63750.0
Alabama,Calhoun County,4618,2315,2303,0.1,95.9,1.5,0.8,0.0,0.0,4.4,55174.0
Alabama,Calhoun County,4623,2438,2185,0.4,94.6,3.1,0.3,0.0,0.0,8.5,53470.0
Alabama,Calhoun County,8,4,4,0.0,100.0,0.0,0.0,0.0,0.0,,
Alabama,Calhoun County,0,0,0,,,,,,,,
Alabama,Calhoun County,0,0,0,,,,,,,,
Alabama,Chambers County,3655,1627,2028,0.0,77.0,21.5,1.1,0.0,0.0,6.2,39032.0
Alabama,Chambers County,2987,1440,1547,0.0,48.1,51.0,0.0,0.0,0.0,10.8,33564.0
Alabama,Chambers County,6392,2825,3567,3.8,39.8,54.8,0.1,0.4,0.0,3.9,32482.0
Alabama,Chambers County,3286,1659,1627,1.0,78.1,15.8,0.3,2.7,0.0,4.3,41607.0
Alabama,Chambers County,5102,2642,2460,2.9,60.3,31.1,0.5,4.2,0.0,3.1,45455.0
Alabama,Chambers County,850,477,373,0.0,21.8,77.4,0.0,0.0,0.0,4.5,35284.0
Alabama,Chambers County,3972,1914,2058,5.9,43.3,49.0,0.0,0.0,0.0,12.2,31776.0
Alabama,Chambers County,3056,1389,1667,1.4,67.8,30.6,0.0,0.0,0.0,8.4,36585.0
Alabama,Chambers County,4595,2347,2248,0.6,57.3,40.9,0.2,0.2,0.0,6.8,36455.0
Alabama,Cherokee County,3474,1795,1679,0.8,90.4,8.2,0.3,0.0,0.0,4.6,39545.0
Alabama,Cherokee County,3632,1908,1724,0.5,97.7,1.0,0.1,0.4,0.0,9.3,31960.0
Alabama,Cherokee County,5614,2900,2714,2.2,96.0,1.5,0.2,0.0,0.0,6.0,46141.0
Alabama,Cherokee County,4126,1954,2172,1.6,90.8,4.9,0.5,0.1,0.0,4.7,42911.0
Alabama,Cherokee County,4372,2070,2302,2.6,83.6,9.7,0.2,0.0,0.0,5.0,39676.0
Alabama,Cherokee County,4637,2235,2402,1.3,91.6,5.4,1.4,0.3,0.0,2.8,38183.0
Alabama,Chilton County,4381,2293,2088,3.9,70.7,24.6,0.0,0.3,0.0,10.7,43480.0
Alabama,Chilton County,7123,3169,3954,9.3,75.6,11.2,0.0,2.3,0.0,6.5,47664.0
Alabama,Chilton County,2748,1175,1573,0.0,98.8,0.2,1.0,0.0,0.0,2.4,47830.0
Alabama,Chilton County,3658,1721,1937,7.3,91.6,0.4,0.0,0.0,0.0,7.4,51045.0
Alabama,Chilton County,5599,2921,2678,9.3,80.6,8.4,0.7,0.2,0.0,10.0,45218.0
Alabama,Chilton County,8885,4307,4578,14.4,74.1,6.4,0.0,0.0,0.0,4.8,35299.0
Alabama,Chilton County,3043,1650,1393,1.0,72.5,26.4,0.0,0.0,0.0,9.5,53856.0
Alabama,Chilton County,3531,1848,1683,6.0,88.5,1.3,3.1,0.0,0.0,9.0,43375.0
Alabama,Chilton County,4837,2470,2367,4.8,87.5,7.7,0.0,0.0,0.0,1.1,41750.0
Alabama,Choctaw County,2972,1421,1551,0.0,20.1,79.1,0.1,0.3,0.0,10.5,29211.0
Alabama,Choctaw County,4370,1902,2468,1.4,61.2,35.9,0.0,0.0,0.0,6.6,31513.0
Alabama,Choctaw County,3553,1725,1828,0.2,84.4,13.9,0.0,0.0,0.0,5.1,41522.0
Alabama,Choctaw County,2293,1229,1064,0.0,50.1,49.8,0.1,0.0,0.0,23.5,27684.0
Alabama,Clarke County,1281,621,660,0.5,75.0,24.2,0.2,0.0,0.0,16.3,30435.0
Alabama,Clarke County,1122,490,632,1.3,66.5,30.9,0.0,0.0,0.0,5.1,43047.0
Alabama,Clarke County,5217,2473,2744,0.5,55.6,41.3,0.2,2.0,0.4,9.4,35313.0
Alabama,Clarke County,1362,559,803,0.0,48.6,49.4,0.0,0.0,0.0,25.0,33438.0
Alabama,Clarke County,4948,2354,2594,0.1,49.3,49.4,0.0,0.0,0.0,12.8,37631.0
Alabama,Clarke County,3830,1929,1901,0.0,60.0,39.3,0.0,0.7,0.0,22.8,30221.0
Alabama,Clarke County,4011,1906,2105,0.0,47.6,52.4,0.0,0.0,0.0,18.0,32734.0
Alabama,Clarke County,1219,566,653,0.0,64.5,35.3,0.2,0.0,0.0,6.7,42500.0
Alabama,Clarke County,1635,751,884,0.0,21.8,78.2,0.0,0.0,0.0,23.5,23125.0
Alabama,Clay County,5101,2567,2534,2.0,74.8,21.3,1.4,0.0,0.0,4.8,39722.0
Alabama,Clay County,3251,1428,1823,9.8,74.1,13.7,1.4,0.2,0.0,8.9,29844.0
Alabama,Clay County,2765,1406,1359,0.0,89.4,7.3,0.0,0.0,0.0,5.6,34795.0
Alabama,Clay County,2290,1070,1220,0.0,89.7,10.3,0.0,0.0,0.0,7.8,47449.0
Alabama,Cleburne County,2886,1513,1373,1.2,97.5,0.2,0.0,0.1,0.0,2.9,41645.0
Alabama,Cleburne County,3837,1701,2136,0.4,89.3,7.7,0.0,0.3,0.0,13.1,25526.0
Alabama,Cleburne County,3701,2005,1696,6.8,87.9,2.4,1.2,0.0,0.0,9.0,38235.0
Alabama,Cleburne County,4515,2148,2367,1.2,96.3,0.7,0.0,1.5,0.0,6.4,45457.0
Alabama,Coffee County,2242,1054,1188,1.4,87.2,2.2,5.5,0.0,0.0,4.3,41823.0
Alabama,Coffee County,1749,838,911,0.0,83.2,10.9,3.7,0.9,0.0,9.0,39907.0
Alabama,Coffee County,4912,2428,2484,2.5,86.3,5.7,1.1,0.7,0.0,6.3,57054.0
Alabama,Coffee County,1812,926,886,0.7,77.5,12.4,2.8,0.0,0.0,7.2,43488.0
Alabama,Coffee County,4547,2329,2218,1.8,58.7,36.9,0.2,1.5,0.0,7.9,35386.0
Alabama,Coffee County,1510,775,735,0.0,95.0,0.5,2.6,0.6,0.0,8.7,38125.0
Alabama,Coffee County,2299,1130,1169,5.7,87.4,1.5,1.9,0.2,0.0,2.8,51128.0
Alabama,Coffee County,2914,1434,1480,3.9,85.8,4.0,1.0,0.4,0.0,6.4,60787.0
Alabama,Coffee County,2219,1129,1090,4.5,62.7,32.7,0.0,0.0,0.0,7.8,39006.0
Alabama,Coffee County,3153,1568,1585,6.1,76.2,16.3,0.8,0.1,0.0,5.0,48125.0
Alabama,Coffee County,2095,856,1239,6.5,73.4,13.6,3.0,0.5,0.0,13.0,47569.0
Alabama,Coffee County,8602,4254,4348,7.5,75.6,9.7,0.0,2.6,0.0,5.4,75487.0
Alabama,Coffee County,8498,4188,4310,16.1,52.8,24.3,0.2,3.2,0.0,3.7,49745.0
Alabama,Coffee County,4521,2316,2205,10.2,50.3,38.9,0.3,0.1,0.0,7.0,25505.0
Alabama,Colbert County,3480,1514,1966,4.8,77.2,15.3,0.5,0.2,0.0,6.9,36400.0
Alabama,Colbert County,2053,1020,1033,0.7,73.2,24.8,0.0,0.0,0.0,9.5,30893.0
Alabama,Colbert County,1840,807,1033,0.3,40.6,52.0,0.9,0.0,0.0,7.8,21786.0
Alabama,Colbert County,1590,762,828,1.5,89.1,3.9,1.0,0.3,1.2,3.5,55388.0
Alabama,Colbert County,5828,2982,2846,6.3,73.8,15.9,1.0,0.5,0.0,13.1,54918.0
Alabama,Colbert County,3888,1702,2186,0.7,60.3,33.8,0.7,0.3,0.0,2.4,42059.0
Alabama,Colbert County,6247,2796,3451,1.9,83.5,11.6,2.2,0.4,0.0,5.4,61775.0
Alabama,Colbert County,4935,2291,2644,0.0,79.8,15.6,0.6,1.9,0.0,6.3,46375.0
Alabama,Colbert County,4716,2466,2250,2.2,86.6,10.5,0.0,0.4,0.0,7.2,52292.0
Alabama,Colbert County,4485,2330,2155,0.6,77.3,20.8,0.3,0.0,0.0,5.5,50139.0
Alabama,Colbert County,3724,1788,1936,0.5,78.4,19.1,0.7,0.0,0.0,11.0,41105.0
Alabama,Colbert County,4234,1994,2240,0.8,92.7,4.1,0.6,0.7,0.0,6.0,45308.0
Alabama,Colbert County,3533,1781,1752,6.0,88.5,3.9,0.0,0.3,0.0,4.7,50000.0
Alabama,Colbert County,3882,1910,1972,4.8,82.5,11.0,1.0,0.4,0.0,5.1,37788.0
Alabama,Conecuh County,2015,1063,952,1.2,39.5,57.5,0.0,0.2,0.0,4.3,36882.0
Alabama,Conecuh County,1640,883,757,0.5,80.7,17.4,1.3,0.0,0.0,4.5,33839.0
Alabama,Conecuh County,3278,1652,1626,0.5,49.0,50.1,0.0,0.0,0.0,15.0,28994.0
Alabama,Conecuh County,1948,823,1125,9.3,51.0,35.5,0.0,0.0,0.0,20.4,20647.0
Alabama,Conecuh County,3768,1619,2149,0.0,43.6,55.2,0.0,0.0,0.0,19.8,32639.0
Alabama,Coosa County,3945,2293,1652,0.2,29.2,67.0,0.0,0.0,0.0,23.0,28962.0
Alabama,Coosa County,3581,1598,1983,0.0,96.4,3.6,0.0,0.0,0.0,1.6,45335.0
Alabama,Coosa County,3429,1583,1846,0.2,74.3,25.2,0.2,0.0,0.0,9.5,36023.0
Alabama,Covington County,4111,2087,2024,0.0,95.6,3.2,0.0,0.0,0.0,7.7,53629.0
Alabama,Covington County,4462,2228,2234,4.3,78.2,14.7,0.0,0.9,0.0,16.2,37409.0
Alabama,Covington County,3107,1397,1710,3.0,75.3,21.4,0.0,0.0,0.0,10.8,40102.0
Alabama,Covington County,2227,1101,1126,0.0,85.0,14.6,0.0,0.0,0.0,1.7,61282.0
Alabama,Covington County,3970,1749,2221,1.5,75.9,19.9,0.0,1.5,0.0,15.5,33931.0
Alabama,Covington County,2044,1108,936,2.0,64.4,32.3,0.0,0.9,0.0,16.5,32903.0
Alabama,Covington County,3102,1514,1588,0.5,98.8,0.3,0.0,0.0,0.0,4.8,39979.0
Alabama,Covington County,2875,1361,1514,0.0,95.4,2.3,0.0,0.8,0.0,6.8,42407.0
Alabama,Covington County,1386,641,745,3.5,88.7,6.0,1.6,0.0,0.0,11.0,34808.0
Alabama,Covington County,1526,646,880,0.0,75.1,22.7,0.0,0.0,0.0,23.6,25520.0
Alabama,Covington County,1773,780,993,2.7,54.5,42.3,0.0,0.6,0.0,20.1,27104.0
Alabama,Covington County,1842,937,905,0.4,96.0,0.6,1.4,0.0,0.0,7.5,41047.0
Alabama,Covington County,1907,1014,893,1.6,91.8,1.3,1.6,0.0,0.0,5.4,49500.0
Alabama,Covington County,3187,1570,1617,1.6,83.6,11.5,1.4,0.0,0.3,8.9,31327.0
Alabama,Crenshaw County,1953,856,1097,2.5,60.6,34.3,0.0,0.0,0.0,2.8,40764.0
Alabama,Crenshaw County,2040,1154,886,7.3,75.1,16.0,0.5,0.0,0.0,10.7,49375.0
Alabama,Crenshaw County,2890,1380,1510,0.5,80.8,17.0,1.2,0.0,0.0,6.4,29212.0
Alabama,Crenshaw County,3875,1893,1982,0.5,67.6,23.2,0.3,5.0,0.0,5.5,42372.0
Alabama,Crenshaw County,1657,816,841,0.4,63.2,32.5,3.0,0.0,0.0,7.5,35326.0
Alabama,Crenshaw County,1451,687,764,0.9,79.5,19.6,0.0,0.0,0.0,6.0,36364.0
Alabama,Cullman County,6076,2779,3297,1.7,96.5,0.0,0.0,0.0,0.0,8.3,35497.0
Alabama,Cullman County,7424,3692,3732,3.1,94.5,0.0,0.0,0.1,0.0,2.5,36756.0
Alabama,Cullman County,5022,2469,2553,10.0,84.4,0.4,1.9,2.8,0.0,6.1,52131.0
Alabama,Cullman County,4573,2124,2449,0.9,97.1,0.0,0.0,1.7,0.0,2.9,43305.0
Alabama,Cullman County,4613,2151,2462,0.0,95.2,0.2,1.1,0.0,0.0,6.0,41358.0
Alabama,Cullman County,3831,2033,1798,4.6,94.1,0.4,0.5,0.0,0.0,3.8,45896.0
Alabama,Cullman County,5272,2645,2627,12.0,86.5,0.0,0.1,1.4,0.0,6.5,55049.0
Alabama,Cullman County,4481,2234,2247,8.9,87.3,0.0,0.0,0.0,0.0,9.7,39068.0
Alabama,Cullman County,6526,2855,3671,4.0,91.1,1.7,0.8,1.0,0.0,3.2,49212.0
Alabama,Cullman County,6018,2899,3119,8.0,90.0,1.5,0.3,0.0,0.0,6.2,38845.0
Alabama,Cullman County,3475,1841,1634,3.6,94.9,0.0,1.1,0.0,0.0,5.2,40359.0
Alabama,Cullman County,2664,1333,1331,3.6,93.2,0.3,0.0,2.3,0.0,5.3,39122.0
Alabama,Cullman County,4539,2262,2277,2.9,94.9,0.1,1.4,0.0,0.0,2.3,37178.0
Alabama,Cullman County,2864,1359,1505,0.6,91.7,5.4,0.0,0.0,0.0,13.6,30694.0
Alabama,Cullman County,4111,2150,1961,5.1,93.1,0.9,0.0,0.0,0.0,8.9,38016.0
Alabama,Cullman County,5273,2845,2428,0.2,89.8,8.2,0.0,1.3,0.0,3.9,47781.0
Alabama,Cullman County,1915,932,983,0.8,98.2,0.0,0.0,0.0,0.0,11.0,38798.0
Alabama,Cullman County,3026,1620,1406,1.0,95.7,0.7,0.4,0.9,0.0,9.1,40694.0
Alabama,Dale County,5149,3213,1936,14.5,68.4,6.5,1.2,2.2,0.0,16.4,65307.0
Alabama,Dale County,3583,1843,1740,2.4,84.3,8.6,0.0,0.0,0.0,5.0,51596.0
Alabama,Dale County,2186,1090,1096,1.7,95.3,1.2,0.0,0.0,0.0,1.4,55846.0
Alabama,Dale County,2340,1092,1248,0.0,87.1,12.3,0.2,0.0,0.0,3.4,45441.0
Alabama,Dale County,2291,1204,1087,4.1,82.5,9.7,0.0,0.0,0.0,3.0,51364.0
Alabama,Dale County,1954,766,1188,3.8,65.7,27.1,1.3,0.0,0.0,12.8,35524.0
Alabama,Dale County,3292,1589,1703,0.0,36.6,60.1,0.0,0.0,0.0,19.7,16746.0
Alabama,Dale County,3339,1537,1802,7.0,55.9,31.4,0.5,1.9,0.0,15.3,44732.0
Alabama,Dale County,4208,1802,2406,2.6,66.1,23.8,0.5,0.5,0.0,8.7,51912.0
Alabama,Dale County,4969,2593,2376,13.7,67.1,12.3,0.5,2.1,0.1,11.4,55445.0
Alabama,Dale County,4154,1941,2213,7.4,67.3,20.9,0.0,0.6,0.0,16.5,35781.0
Alabama,Dale County,2569,1271,1298,14.9,61.8,15.2,0.8,3.0,0.1,11.1,52467.0
Alabama,Dale County,4004,1954,2050,1.3,84.6,12.1,0.1,0.8,0.0,11.3,44688.0
Alabama,Dale County,5355,2629,2726,3.5,65.6,26.0,1.1,0.1,0.0,8.5,32644.0
Alabama,Dallas County,6190,3011,3179,0.0,48.2,51.4,0.0,0.0,0.0,8.6,46216.0
Alabama,Dallas County,2787,1262,1525,0.0,61.5,38.5,0.0,0.0,0.0,9.3,35000.0
Alabama,Dallas County,1992,970,1022,0.6,69.8,27.7,0.3,0.7,0.0,3.3,43864.0
Alabama,Dallas County,3776,1606,2170,0.9,8.2,89.4,0.0,1.0,0.2,19.1,24657.0
Alabama,Dallas County,3075,1300,1775,0.1,7.3,92.3,0.0,0.3,0.0,30.1,15990.0
Alabama,Dallas County,3195,1460,1735,0.0,2.8,97.0,0.0,0.0,0.0,30.6,18654.0
Alabama,Dallas County,2897,1394,1503,1.3,10.9,86.4,0.0,0.0,0.0,8.1,26149.0
Alabama,Dallas County,1962,758,1204,3.3,56.7,37.8,0.0,2.2,0.0,4.4,51875.0
Alabama,Dallas County,1612,813,799,5.1,43.9,50.1,0.0,0.0,0.0,10.1,34152.0
Alabama,Dallas County,2744,1183,1561,0.0,28.0,66.6,0.4,2.3,0.0,16.4,24921.0
Alabama,Dallas County,2377,1066,1311,1.5,18.1,80.0,0.0,0.0,0.0,14.3,29063.0
Alabama,Dallas County,1231,644,587,8.8,19.7,71.5,0.0,0.0,0.0,13.4,27000.0
Alabama,Dallas County,1448,768,680,0.0,32.0,67.2,0.0,0.0,0.0,8.6,30833.0
Alabama,Dallas County,1366,663,703,0.0,3.3,95.9,0.0,0.4,0.0,16.1,24276.0
Alabama,Dallas County,4103,1911,2192,0.8,12.5,86.2,0.0,0.3,0.0,15.2,29425.0
Alabama,DeKalb County,5903,2724,3179,0.0,94.2,0.0,4.6,0.0,0.0,5.2,37560.0
Alabama,DeKalb County,3070,1574,1496,7.4,88.4,0.9,1.2,0.6,0.0,11.0,32029.0
Alabama,DeKalb County,7686,4041,3645,7.0,88.5,0.9,0.6,0.0,0.0,5.8,40125.0
Alabama,DeKalb County,5737,2688,3049,0.0,94.3,3.6,0.4,0.0,0.0,5.0,38477.0
Alabama,DeKalb County,5441,2848,2593,0.2,90.4,0.8,5.4,1.1,0.0,3.5,43343.0
Alabama,DeKalb County,5941,3167,2774,15.5,82.7,0.2,1.1,0.0,0.0,1.4,39417.0
Alabama,DeKalb County,9133,4382,4751,38.2,59.1,0.1,0.6,0.0,0.0,3.1,34938.0
Alabama,DeKalb County,4860,2367,2493,30.5,62.5,3.9,0.0,0.0,0.9,2.6,38456.0
