State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Unemployment,Income
Florida,Pasco County,2937,1398,1539,11.7,79.0,3.7,0.4,2.4,0.2,7.2,59519.0
Florida,Pasco County,1938,923,1015,13.0,84.2,0.7,0.5,1.0,0.0,5.0,37917.0
Florida,Pasco County,2093,1073,1020,13.3,84.4,0.0,0.0,0.8,0.2,9.1,38750.0
Florida,Pasco County,2806,1458,1348,14.9,84.0,0.8,0.0,0.0,0.0,14.3,34597.0
Florida,Pasco County,2194,1066,1128,2.0,95.1,1.6,0.5,0.7,0.0,8.7,28521.0
Florida,Pasco County,2424,1186,1238,9.7,81.8,8.0,0.0,0.6,0.0,4.4,46461.0
Florida,Pasco County,1997,1013,984,8.3,88.1,0.0,0.0,0.7,0.0,10.2,26857.0
Florida,Pasco County,3017,1491,1526,16.1,68.2,7.6,0.3,5.3,0.0,6.0,43604.0
Florida,Pasco County,2607,1329,1278,14.5,73.1,10.9,0.0,1.4,0.0,3.7,31071.0
Florida,Pasco County,1422,676,746,15.4,79.3,0.4,0.3,1.0,0.0,4.9,33628.0
Florida,Pasco County,4451,2254,2197,12.9,79.6,2.2,0.0,2.0,0.0,10.5,34295.0
Florida,Pasco County,2056,952,1104,7.2,88.9,1.1,0.0,2.8,0.0,3.4,37216.0
Florida,Pasco County,2678,1313,1365,21.4,69.8,5.3,0.0,2.8,0.0,3.2,29293.0
Florida,Pasco County,3949,1847,2102,19.2,78.3,1.7,0.0,0.1,0.0,7.6,35244.0
Florida,Pasco County,2958,1476,1482,9.9,79.4,4.9,1.1,3.3,0.0,4.4,34514.0
Florida,Pasco County,3843,1882,1961,8.6,89.7,1.0,0.2,0.3,0.0,9.7,36350.0
Florida,Pasco County,2694,1155,1539,7.5,86.2,4.5,0.0,0.4,0.0,14.8,35329.0
Florida,Pasco County,2850,1388,1462,10.0,80.0,5.0,0.7,0.0,0.0,8.9,35938.0
Florida,Pasco County,3529,1662,1867,14.4,75.7,8.4,0.0,1.2,0.0,7.7,39405.0
Florida,Pasco County,5919,2764,3155,15.1,73.8,7.2,0.0,0.0,1.0,12.2,34888.0
Florida,Pasco County,4058,1952,2106,14.5,76.0,5.7,0.4,0.2,0.0,9.7,31830.0
Florida,Pasco County,1880,846,1034,18.5,70.0,4.3,0.0,3.9,0.0,7.2,33846.0
Florida,Pasco County,5199,2331,2868,17.5,74.8,1.6,0.0,4.8,0.0,11.2,35158.0
Florida,Pasco County,2248,1365,883,7.7,89.8,2.6,0.0,0.0,0.0,10.3,40972.0
Florida,Pasco County,3094,1497,1597,12.3,83.8,2.9,0.0,0.2,0.7,5.4,31994.0
Florida,Pasco County,5136,2478,2658,17.2,74.8,1.8,1.6,1.9,0.0,10.8,29688.0
Florida,Pasco County,2568,1369,1199,12.7,85.0,1.3,0.2,0.8,0.0,11.1,38125.0
Florida,Pasco County,4852,2507,2345,11.9,86.3,0.0,0.0,1.0,0.0,8.8,36787.0
Florida,Pasco County,3094,1454,1640,15.4,74.1,8.5,0.0,1.0,0.0,6.7,41833.0
Florida,Pasco County,3441,1645,1796,15.3,77.0,2.1,0.0,4.1,0.0,13.6,34926.0
Florida,Pasco County,4819,2164,2655,8.6,91.0,0.0,0.3,0.0,0.0,8.5,36550.0
Florida,Pasco County,4934,2338,2596,2.9,93.9,1.2,0.5,0.0,0.0,5.7,42641.0
Florida,Pasco County,2357,1043,1314,6.3,93.1,0.0,0.0,0.0,0.0,8.3,37522.0
Florida,Pasco County,2827,1424,1403,4.1,95.0,0.0,0.0,0.0,0.0,9.6,46004.0
Florida,Pasco County,4053,2046,2007,7.1,89.2,0.0,0.0,1.9,0.0,4.1,46091.0
Florida,Pasco County,2822,1237,1585,11.2,78.3,8.4,0.5,1.7,0.0,13.6,40360.0
Florida,Pasco County,2460,1201,1259,7.8,87.6,0.3,2.8,0.0,0.0,9.5,39295.0
Florida,Pasco County,3611,1787,1824,10.7,85.0,0.9,1.1,1.1,0.0,7.6,56250.0
Florida,Pasco County,3798,1819,1979,5.1,92.7,0.0,1.5,0.0,0.3,5.0,39355.0
Florida,Pasco County,6818,3425,3393,5.6,85.6,2.2,0.0,5.9,0.0,4.6,63761.0
Florida,Pasco County,3760,1724,2036,18.5,71.5,6.9,0.8,1.0,0.0,10.3,32797.0
Florida,Pasco County,4004,1947,2057,13.7,80.6,1.3,0.3,3.6,0.0,9.5,31404.0
Florida,Pasco County,1981,1017,964,20.0,69.6,8.3,0.7,0.3,0.0,11.0,30431.0
Florida,Pasco County,2837,1279,1558,7.4,84.3,3.3,0.0,1.1,0.0,11.7,26122.0
Florida,Pasco County,2709,1235,1474,9.0,87.7,1.6,0.0,0.4,0.0,9.2,32532.0
Florida,Pasco County,2664,1163,1501,7.2,89.3,3.5,0.0,0.0,0.0,10.0,34028.0
Florida,Pasco County,7399,3438,3961,19.7,74.8,3.8,0.0,1.0,0.0,8.4,44505.0
Florida,Pasco County,2970,1512,1458,16.0,73.3,2.8,0.0,5.8,0.0,6.0,40600.0
Florida,Pasco County,1849,868,981,4.8,88.1,2.2,0.4,3.5,0.0,4.6,86638.0
Florida,Pasco County,5966,3189,2777,10.8,85.8,1.3,0.0,1.7,0.0,6.6,48590.0
Florida,Pasco County,3869,1859,2010,13.9,75.8,4.3,0.0,4.1,0.0,3.6,50639.0
Florida,Pasco County,5754,2923,2831,9.1,83.4,5.0,0.3,1.3,0.0,6.2,68800.0
Florida,Pasco County,3898,1805,2093,8.1,85.2,0.6,0.4,3.1,0.3,3.9,79875.0
Florida,Pasco County,4903,2254,2649,8.8,82.9,2.7,0.0,1.3,0.0,6.8,68155.0
Florida,Pasco County,6634,3217,3417,12.0,76.9,5.9,0.0,3.8,0.0,3.1,66827.0
Florida,Pasco County,9205,4819,4386,23.4,55.4,9.6,0.0,8.6,0.0,4.4,92985.0
Florida,Pasco County,6330,3168,3162,14.2,73.2,7.2,0.0,4.1,0.3,4.0,75047.0
Florida,Pasco County,3352,1806,1546,11.7,81.0,3.2,2.2,1.6,0.0,9.8,54980.0
Florida,Pasco County,2285,977,1308,13.2,75.0,3.9,0.3,2.0,0.0,1.8,55240.0
Florida,Pasco County,4525,2286,2239,3.4,90.8,1.5,0.7,0.4,0.0,8.8,33625.0
Florida,Pasco County,5674,2891,2783,9.4,88.0,2.6,0.0,0.0,0.0,5.3,60994.0
Florida,Pasco County,4330,2117,2213,11.4,84.8,0.1,0.1,1.5,0.0,6.4,63375.0
Florida,Pasco County,3017,1444,1573,4.4,90.0,2.6,0.0,0.9,0.0,4.4,61528.0
Florida,Pasco County,3788,1929,1859,6.2,88.4,1.5,0.0,1.8,0.0,4.1,61887.0
Florida,Pasco County,5646,2417,3229,9.4,83.6,3.1,0.0,2.0,0.0,6.6,48867.0
Florida,Pasco County,3941,1870,2071,4.6,93.3,0.2,0.0,0.0,0.0,12.1,46773.0
Florida,Pasco County,3725,2139,1586,5.8,87.4,3.7,0.8,0.7,0.0,12.4,43417.0
Florida,Pasco County,5173,2559,2614,9.6,88.9,0.0,0.4,0.4,0.2,5.4,45141.0
Florida,Pasco County,3163,1487,1676,11.4,84.8,2.2,0.0,0.5,0.0,20.8,31382.0
Florida,Pasco County,3146,1577,1569,8.7,77.0,7.9,0.4,2.6,0.3,8.5,58922.0
Florida,Pasco County,2792,1321,1471,6.8,89.4,1.3,0.0,0.0,0.0,8.9,44773.0
Florida,Pasco County,2278,1248,1030,12.4,86.1,0.2,0.0,0.6,0.0,10.3,60163.0
Florida,Pasco County,8377,4843,3534,14.2,76.5,6.1,0.0,1.2,0.0,5.7,83192.0
Florida,Pasco County,6241,3110,3131,25.7,54.9,8.5,0.0,7.1,0.0,3.4,74364.0
Florida,Pasco County,6282,3139,3143,13.2,77.8,3.9,1.3,2.2,0.2,2.6,87143.0
Florida,Pasco County,3791,1774,2017,7.9,87.0,0.0,0.3,3.7,0.0,5.2,60259.0
Florida,Pasco County,8159,4304,3855,22.4,63.1,11.6,0.3,1.1,0.0,7.3,59597.0
Florida,Pasco County,2887,1307,1580,18.7,75.0,4.4,0.0,0.9,0.0,7.6,62708.0
Florida,Pasco County,5228,2427,2801,14.7,70.3,5.5,0.0,5.7,0.0,7.5,87120.0
Florida,Pasco County,7885,3489,4396,21.1,64.9,8.0,0.3,2.8,0.0,4.6,85121.0
Florida,Pasco County,3197,1593,1604,20.9,68.8,3.2,0.0,4.0,0.0,8.5,70759.0
Florida,Pasco County,4765,2270,2495,17.2,67.0,9.2,0.0,4.5,0.0,2.0,89695.0
Florida,Pasco County,3939,1881,2058,22.3,61.3,10.8,0.0,1.3,0.0,6.1,54359.0
Florida,Pasco County,5745,2924,2821,19.1,76.7,1.1,0.0,1.5,0.0,4.9,66705.0
Florida,Pasco County,6953,3469,3484,22.6,56.4,11.8,1.5,3.7,0.6,3.4,71471.0
Florida,Pasco County,6971,3288,3683,22.7,55.9,13.1,0.1,5.9,0.0,7.8,72059.0
Florida,Pasco County,4846,2262,2584,24.1,56.9,11.8,0.5,3.9,0.8,3.7,67193.0
Florida,Pasco County,6264,3192,3072,20.8,51.0,18.2,0.4,3.5,0.0,7.0,86205.0
Florida,Pasco County,8379,4110,4269,26.8,56.7,7.4,0.1,5.0,0.0,5.3,89880.0
Florida,Pasco County,5953,2820,3133,24.5,56.4,9.9,0.0,4.8,0.2,4.5,92588.0
Florida,Pasco County,4589,2277,2312,18.2,73.8,0.8,0.0,5.8,0.0,10.4,53651.0
Florida,Pasco County,3749,1899,1850,16.4,61.9,8.1,1.7,9.1,1.3,3.8,88313.0
Florida,Pasco County,3182,1494,1688,14.4,71.9,2.9,0.0,7.9,0.0,2.8,86875.0
Florida,Pasco County,3593,1705,1888,14.2,54.9,26.1,0.0,3.2,0.0,6.8,91472.0
Florida,Pasco County,4158,2070,2088,26.2,55.3,6.7,1.6,7.7,0.0,3.5,85779.0
Florida,Pasco County,4224,1919,2305,21.2,54.5,12.5,0.0,9.8,0.0,6.2,63426.0
Florida,Pasco County,5120,2525,2595,7.0,87.1,3.1,0.4,1.5,0.2,7.0,71706.0
Florida,Pasco County,2575,1290,1285,16.7,81.0,0.5,0.0,0.3,0.0,5.3,77716.0
Florida,Pasco County,2817,1239,1578,18.0,77.9,0.9,0.0,2.0,0.3,7.3,50385.0
Florida,Pasco County,3408,1680,1728,39.4,47.7,7.8,1.8,0.6,0.0,7.8,22892.0
Florida,Pasco County,5413,2745,2668,38.6,48.1,10.0,0.0,3.1,0.0,8.6,48140.0
Florida,Pasco County,3334,1570,1764,39.6,28.7,30.1,0.0,0.0,0.0,7.3,28261.0
Florida,Pasco County,3398,1649,1749,23.4,61.4,12.1,0.0,0.9,0.0,5.7,44505.0
Florida,Pasco County,2926,1407,1519,10.4,78.8,9.7,0.2,0.0,0.0,7.6,36413.0
Florida,Pasco County,1672,766,906,5.9,87.7,2.5,0.0,3.3,0.0,4.3,57396.0
Florida,Pasco County,3194,1527,1667,4.9,89.2,3.5,1.1,0.0,0.0,6.8,53839.0
Florida,Pasco County,1797,949,848,7.2,88.2,2.2,0.0,2.3,0.0,7.3,48889.0
Florida,Pasco County,2661,1169,1492,8.2,82.5,4.8,1.8,2.3,0.0,8.9,31062.0
Florida,Pasco County,5179,2486,2693,12.7,72.5,4.5,0.0,7.7,0.0,7.4,41336.0
Florida,Pasco County,1778,829,949,6.3,85.4,1.5,0.8,3.3,0.0,6.9,45069.0
Florida,Pasco County,3204,1460,1744,6.5,93.1,0.0,0.2,0.0,0.0,4.2,40773.0
Florida,Pasco County,2467,1508,959,4.9,80.7,12.2,0.6,0.0,0.0,8.3,36493.0
Florida,Pasco County,3957,1805,2152,12.3,78.9,2.0,0.0,3.7,0.0,7.5,40833.0
Florida,Pasco County,2193,1042,1151,12.9,85.9,0.0,0.0,1.2,0.0,9.5,42337.0
Florida,Pasco County,1833,839,994,3.2,96.2,0.7,0.0,0.0,0.0,18.2,38521.0
Florida,Pasco County,2241,1008,1233,8.8,86.0,4.1,0.0,0.4,0.0,14.7,30021.0
Florida,Pasco County,2810,1307,1503,1.9,90.8,2.8,1.1,1.0,0.0,14.3,28167.0
Florida,Pasco County,3931,1730,2201,10.2,77.9,6.9,0.0,0.8,0.0,12.2,31788.0
Florida,Pasco County,1743,859,884,9.8,85.1,3.0,0.0,1.0,0.2,9.6,35931.0
Florida,Pasco County,2309,1045,1264,6.8,92.3,0.9,0.0,0.0,0.0,7.2,30236.0
Florida,Pasco County,2869,1361,1508,13.2,74.1,6.8,0.0,1.4,0.0,6.3,29344.0
Florida,Pasco County,2954,1295,1659,8.2,90.1,0.5,0.0,0.0,0.0,3.5,32060.0
Florida,Pasco County,2483,1109,1374,6.7,86.1,6.5,0.0,0.4,0.0,10.3,31212.0
Florida,Pasco County,1382,686,696,16.2,78.8,4.1,0.5,0.1,0.0,14.6,37313.0
Florida,Pasco County,0,0,0,,,,,,,,
Florida,Pinellas County,4939,2553,2386,4.6,17.7,72.9,0.0,0.0,0.0,5.6,30420.0
Florida,Pinellas County,5194,2356,2838,8.8,76.4,8.9,0.3,3.5,0.0,8.6,72591.0
Florida,Pinellas County,3560,1713,1847,2.8,93.3,1.4,0.0,1.0,0.0,4.7,90903.0
Florida,Pinellas County,1648,835,813,1.6,94.3,0.0,0.2,1.7,0.0,4.1,97361.0
Florida,Pinellas County,2074,1037,1037,3.6,94.1,0.4,0.0,1.8,0.0,3.2,61810.0
Florida,Pinellas County,5176,2540,2636,6.5,30.4,55.3,0.0,2.0,0.0,4.9,60810.0
Florida,Pinellas County,3561,1820,1741,1.9,43.6,52.3,0.0,0.0,0.4,4.2,56875.0
Florida,Pinellas County,4189,1879,2310,3.1,31.3,57.0,0.1,2.2,0.9,6.8,43438.0
Florida,Pinellas County,2668,1310,1358,5.7,56.1,36.8,0.0,0.6,0.0,5.1,48889.0
Florida,Pinellas County,2423,914,1509,1.7,16.1,81.3,0.0,0.3,0.0,7.8,35764.0
Florida,Pinellas County,4028,1736,2292,3.4,42.0,50.4,0.5,1.6,0.2,4.5,50824.0
Florida,Pinellas County,3309,1699,1610,1.6,34.5,58.1,0.8,2.1,0.0,3.1,45313.0
Florida,Pinellas County,3999,1595,2404,8.0,46.7,41.8,0.8,1.0,0.0,3.9,59306.0
Florida,Pinellas County,2500,1332,1168,6.0,61.2,29.0,0.3,1.2,0.0,7.1,59338.0
Florida,Pinellas County,3674,1935,1739,7.6,11.0,78.1,0.0,0.0,0.0,10.0,21695.0
Florida,Pinellas County,4197,2089,2108,1.9,9.2,86.6,0.6,0.2,0.0,18.3,41125.0
Florida,Pinellas County,3463,1481,1982,0.6,1.3,96.9,0.0,0.0,0.0,11.1,27527.0
Florida,Pinellas County,5184,2512,2672,3.9,5.2,89.6,0.0,0.0,0.0,22.1,23851.0
Florida,Pinellas County,3514,1712,1802,0.6,12.1,84.1,0.0,0.2,0.0,16.4,20469.0
Florida,Pinellas County,3311,1598,1713,6.4,82.5,8.2,0.0,2.3,0.0,10.8,33821.0
Florida,Pinellas County,2436,1259,1177,11.7,45.2,40.0,0.0,1.4,0.0,14.7,21080.0
Florida,Pinellas County,3175,1613,1562,33.8,51.3,13.4,0.0,0.3,0.0,10.8,44500.0
Florida,Pinellas County,2762,1360,1402,9.4,64.6,24.0,0.0,0.7,0.0,5.2,39595.0
Florida,Pinellas County,3034,1276,1758,2.4,22.4,72.4,0.0,0.7,0.0,5.4,34334.0
Florida,Pinellas County,5258,2806,2452,5.1,65.2,19.2,0.6,0.1,0.0,3.4,52602.0
Florida,Pinellas County,4222,2001,2221,8.6,64.4,16.3,0.2,8.1,0.0,6.4,42092.0
Florida,Pinellas County,3060,1459,1601,13.1,74.5,9.3,0.0,0.6,0.0,7.0,46875.0
Florida,Pinellas County,3700,1921,1779,4.4,83.8,9.3,0.0,0.4,0.0,5.0,52850.0
Florida,Pinellas County,3656,1872,1784,9.4,84.1,0.6,0.0,2.5,0.0,6.5,74519.0
Florida,Pinellas County,4993,2479,2514,7.1,91.6,0.4,0.0,0.5,0.0,5.3,61250.0
Florida,Pinellas County,4951,2400,2551,20.1,67.7,2.9,0.3,4.2,1.2,1.9,42948.0
Florida,Pinellas County,3977,2153,1824,12.3,71.0,8.4,0.2,2.2,0.0,9.0,56199.0
Florida,Pinellas County,5370,2646,2724,7.7,73.9,7.3,0.2,4.1,0.0,3.7,68056.0
Florida,Pinellas County,3497,1642,1855,10.0,79.2,6.1,0.0,4.7,0.0,5.9,50647.0
Florida,Pinellas County,4735,2283,2452,9.4,80.8,2.3,1.0,5.4,0.0,3.2,61597.0
Florida,Pinellas County,4155,1778,2377,3.5,74.1,10.9,0.0,8.6,0.0,5.9,56983.0
Florida,Pinellas County,4821,2318,2503,19.2,62.3,7.4,0.5,9.0,0.0,7.4,48471.0
Florida,Pinellas County,3742,1931,1811,12.0,65.0,4.3,0.0,18.1,0.0,2.7,63667.0
Florida,Pinellas County,2851,1402,1449,4.2,67.0,11.2,0.3,13.7,0.0,3.6,53182.0
Florida,Pinellas County,2493,1221,1272,7.2,69.8,7.2,0.0,12.5,0.0,10.2,39355.0
Florida,Pinellas County,2484,1379,1105,2.5,76.9,7.6,0.0,10.3,0.0,8.3,43152.0
Florida,Pinellas County,2305,1086,1219,7.4,63.9,5.8,0.0,12.5,0.2,5.9,43200.0
Florida,Pinellas County,2864,1336,1528,6.1,85.1,5.8,0.0,2.6,0.0,9.6,65282.0
Florida,Pinellas County,2355,1235,1120,5.3,84.4,7.9,0.0,1.6,0.0,5.5,45640.0
Florida,Pinellas County,1675,858,817,10.4,74.4,8.8,0.0,2.4,0.0,6.2,37500.0
Florida,Pinellas County,3252,1693,1559,10.4,69.8,16.1,0.1,0.4,0.0,3.9,32992.0
Florida,Pinellas County,3067,1366,1701,12.6,85.2,1.9,0.0,0.0,0.0,5.2,40113.0
Florida,Pinellas County,2657,1169,1488,9.6,82.2,2.6,0.0,1.2,0.0,0.8,94605.0
Florida,Pinellas County,2478,1043,1435,1.7,94.3,2.3,0.0,0.5,0.0,8.4,71893.0
Florida,Pinellas County,2042,998,1044,7.2,89.3,2.3,0.0,0.0,0.0,4.3,56250.0
Florida,Pinellas County,3230,1519,1711,6.1,91.2,1.5,0.7,0.0,0.0,1.1,106648.0
Florida,Pinellas County,5445,2559,2886,6.9,84.2,0.0,0.0,3.3,0.0,10.3,70896.0
Florida,Pinellas County,5280,2643,2637,3.2,84.2,2.3,0.0,0.9,0.0,7.2,107832.0
Florida,Pinellas County,3187,1457,1730,6.0,91.5,0.7,0.1,1.1,0.0,5.8,90225.0
Florida,Pinellas County,4507,2074,2433,10.1,79.1,8.5,0.5,0.6,0.0,4.6,46060.0
Florida,Pinellas County,5167,2556,2611,3.0,83.7,4.4,0.4,5.3,0.0,10.2,41622.0
Florida,Pinellas County,4261,2075,2186,7.7,81.3,7.0,0.0,2.5,0.0,6.6,54036.0
Florida,Pinellas County,4533,2086,2447,7.7,73.0,5.7,0.3,5.9,0.0,10.1,47813.0
Florida,Pinellas County,4252,2139,2113,9.6,75.0,10.8,0.8,2.4,0.0,7.1,43706.0
Florida,Pinellas County,5656,2678,2978,11.8,59.2,13.9,0.0,7.6,0.0,1.4,48007.0
Florida,Pinellas County,4279,2063,2216,9.0,68.6,13.7,0.0,3.2,0.0,6.8,42026.0
Florida,Pinellas County,2927,1279,1648,5.8,90.5,0.0,0.0,2.5,0.0,2.8,77780.0
Florida,Pinellas County,3623,1899,1724,13.2,71.7,10.9,0.1,3.1,0.0,6.0,45037.0
Florida,Pinellas County,4231,2054,2177,9.4,79.0,7.0,0.0,1.2,0.0,5.3,75250.0
Florida,Pinellas County,4133,1967,2166,11.0,69.8,4.2,0.3,7.3,0.0,5.5,65263.0
Florida,Pinellas County,5232,2431,2801,6.3,70.9,14.8,0.0,7.1,0.0,1.2,49722.0
Florida,Pinellas County,7268,3662,3606,6.6,71.9,2.4,0.4,10.8,0.0,3.5,44896.0
Florida,Pinellas County,3669,1811,1858,10.1,80.8,4.6,0.0,2.5,0.0,1.5,59349.0
Florida,Pinellas County,5583,2705,2878,19.7,60.2,17.9,0.0,1.2,0.0,2.7,44958.0
Florida,Pinellas County,3532,1707,1825,8.4,78.2,3.4,0.0,6.4,0.0,8.3,80523.0
Florida,Pinellas County,5159,3496,1663,25.7,43.0,23.8,0.4,4.6,0.0,12.3,38125.0
Florida,Pinellas County,9173,3674,5499,7.9,72.0,10.5,0.5,5.1,0.0,6.1,49019.0
Florida,Pinellas County,3258,1491,1767,10.8,79.1,3.2,0.0,6.6,0.0,16.7,46382.0
Florida,Pinellas County,4020,1825,2195,3.2,78.1,12.1,0.0,5.9,0.0,0.8,37585.0
Florida,Pinellas County,4621,2480,2141,21.1,56.7,14.9,0.0,4.9,0.0,6.9,40780.0
Florida,Pinellas County,3786,1894,1892,7.7,85.9,2.8,0.0,3.6,0.0,8.0,37375.0
Florida,Pinellas County,5920,3049,2871,4.5,64.6,12.5,0.0,6.5,0.0,10.7,29882.0
Florida,Pinellas County,3231,1726,1505,6.5,67.6,5.2,0.0,16.1,0.0,9.3,22926.0
Florida,Pinellas County,2039,998,1041,17.9,66.9,8.7,0.0,5.2,0.0,7.4,36292.0
Florida,Pinellas County,3073,1621,1452,15.5,58.9,12.5,0.0,3.8,0.0,6.9,39179.0
Florida,Pinellas County,4314,1959,2355,9.4,82.5,0.7,0.9,5.1,0.0,5.3,45700.0
Florida,Pinellas County,2591,1240,1351,10.8,66.4,10.0,1.5,10.5,0.0,5.5,42138.0
Florida,Pinellas County,2264,1071,1193,14.6,60.8,4.5,0.2,14.3,0.0,7.1,36178.0
Florida,Pinellas County,2719,1577,1142,17.9,51.2,3.0,0.0,25.3,0.0,4.1,50091.0
Florida,Pinellas County,5671,2780,2891,10.3,81.8,2.3,0.0,4.0,0.0,4.1,42761.0
Florida,Pinellas County,6693,2838,3855,15.1,65.2,6.3,0.1,9.8,0.0,5.5,38699.0
Florida,Pinellas County,3442,1728,1714,9.1,72.8,1.4,0.0,13.4,0.0,2.7,49483.0
Florida,Pinellas County,6908,3062,3846,13.2,69.8,5.3,0.0,6.7,0.0,5.6,46802.0
Florida,Pinellas County,3888,1862,2026,12.2,71.6,1.9,0.0,13.1,0.0,5.9,41932.0
Florida,Pinellas County,6243,3090,3153,13.4,68.3,6.9,1.8,6.5,0.0,4.1,36061.0
Florida,Pinellas County,4148,1973,2175,7.1,82.4,2.6,1.3,4.3,0.0,12.7,49946.0
Florida,Pinellas County,4113,2096,2017,10.6,71.7,6.0,0.2,8.3,0.0,11.5,46976.0
Florida,Pinellas County,4799,2252,2547,8.3,78.3,3.8,0.0,4.4,0.0,1.4,46650.0
Florida,Pinellas County,5514,2594,2920,7.1,80.5,2.1,0.3,6.9,0.0,3.2,78472.0
Florida,Pinellas County,5428,2864,2564,2.9,83.2,3.6,0.7,3.5,0.0,1.8,51196.0
Florida,Pinellas County,4066,1813,2253,5.3,79.0,10.3,0.4,3.2,0.0,6.7,59444.0
Florida,Pinellas County,4921,2569,2352,9.4,76.0,0.9,0.2,9.9,0.0,3.8,62528.0
Florida,Pinellas County,2792,1112,1680,3.2,94.3,1.8,0.0,0.0,0.0,4.5,34429.0
Florida,Pinellas County,1961,919,1042,6.1,75.8,2.7,0.0,10.0,0.0,4.4,80179.0
Florida,Pinellas County,2662,1369,1293,7.7,81.0,4.8,0.0,3.7,2.3,6.0,30606.0
Florida,Pinellas County,2691,1307,1384,6.3,63.9,14.0,0.0,14.8,0.0,4.6,35409.0
Florida,Pinellas County,2230,1060,1170,2.7,85.8,8.8,1.4,0.0,0.0,0.0,33750.0
Florida,Pinellas County,2439,1297,1142,5.2,91.4,1.4,0.6,1.4,0.0,11.2,41059.0
Florida,Pinellas County,3934,1848,2086,4.1,91.5,1.0,0.0,1.5,0.7,3.4,52284.0
Florida,Pinellas County,2245,1063,1182,3.5,93.4,0.3,0.0,1.5,0.5,2.1,45579.0
Florida,Pinellas County,4344,1953,2391,6.1,83.3,2.0,0.0,3.3,0.0,5.5,36362.0
Florida,Pinellas County,5037,2334,2703,6.0,92.9,0.9,0.0,0.0,0.0,8.3,62232.0
Florida,Pinellas County,2670,1003,1667,3.4,92.7,1.0,0.1,1.4,0.0,2.7,32279.0
Florida,Pinellas County,3214,1342,1872,8.3,83.4,5.4,0.0,2.1,0.0,1.6,46167.0
Florida,Pinellas County,2711,1278,1433,4.1,87.5,0.8,0.3,2.1,0.0,1.2,51705.0
Florida,Pinellas County,3279,1605,1674,0.3,93.8,4.2,0.0,1.1,0.0,7.1,41477.0
Florida,Pinellas County,3426,1662,1764,4.3,88.7,1.8,0.0,1.8,0.0,8.1,26852.0
Florida,Pinellas County,2238,1088,1150,13.0,75.1,8.4,0.2,0.2,0.8,6.0,45714.0
Florida,Pinellas County,5243,2425,2818,4.4,91.4,2.0,0.2,1.6,0.0,7.0,61886.0
Florida,Pinellas County,3409,1707,1702,2.4,91.6,0.4,0.7,4.0,0.0,6.0,85313.0
Florida,Pinellas County,4603,2072,2531,1.0,90.7,0.7,0.0,3.0,0.0,7.0,75488.0
Florida,Pinellas County,5561,2523,3038,7.7,83.4,1.6,0.3,1.8,0.9,3.3,61313.0
Florida,Pinellas County,1773,885,888,3.4,94.0,0.0,0.6,0.0,0.0,4.1,61713.0
Florida,Pinellas County,5609,2441,3168,2.4,94.3,3.2,0.0,0.1,0.0,2.5,71190.0
Florida,Pinellas County,3505,1599,1906,2.1,88.2,3.1,0.6,0.0,4.8,6.2,46444.0
Florida,Pinellas County,3853,1874,1979,2.8,91.0,1.5,0.5,1.0,0.0,5.0,64911.0
Florida,Pinellas County,7093,3356,3737,5.3,72.5,11.0,0.6,1.7,0.0,9.4,42725.0
Florida,Pinellas County,1703,793,910,4.3,92.4,1.1,0.8,0.0,0.0,12.6,40897.0
Florida,Pinellas County,4915,2398,2517,11.0,76.6,9.8,0.4,0.3,0.0,2.8,41583.0
Florida,Pinellas County,5230,2344,2886,7.7,82.8,6.8,0.0,0.6,0.0,9.9,36631.0
Florida,Pinellas County,3209,1484,1725,2.2,94.9,0.6,0.0,0.2,0.0,12.0,38909.0
Florida,Pinellas County,2910,1377,1533,17.9,74.4,4.6,0.5,0.7,0.0,11.6,27955.0
Florida,Pinellas County,1392,635,757,5.2,89.0,0.0,0.0,2.2,0.0,8.1,52900.0
Florida,Pinellas County,4804,2265,2539,5.2,60.2,29.7,0.3,0.9,0.0,10.1,47396.0
Florida,Pinellas County,2193,947,1246,9.0,86.8,0.0,1.0,2.2,0.0,3.8,30347.0
Florida,Pinellas County,4705,2324,2381,6.0,84.3,3.5,0.3,3.3,0.0,5.3,58906.0
Florida,Pinellas County,3700,1543,2157,5.9,86.4,4.8,0.6,2.3,0.0,7.6,47350.0
Florida,Pinellas County,5629,2776,2853,7.2,80.7,6.4,0.0,3.9,0.0,13.0,55378.0
Florida,Pinellas County,6546,3490,3056,24.4,70.0,4.2,0.0,0.6,0.0,8.2,39301.0
Florida,Pinellas County,2054,1007,1047,21.8,66.2,4.4,1.0,1.7,0.0,7.1,43918.0
Florida,Pinellas County,5066,2686,2380,11.6,80.7,5.7,0.0,0.9,0.0,4.4,50220.0
Florida,Pinellas County,3159,1496,1663,14.0,77.2,1.0,0.0,5.0,0.0,7.4,31791.0
Florida,Pinellas County,2570,1249,1321,9.5,79.7,5.3,0.2,4.2,0.0,3.4,38125.0
Florida,Pinellas County,4266,2246,2020,18.1,76.7,2.8,0.0,0.9,0.0,6.5,36415.0
Florida,Pinellas County,3317,1584,1733,11.8,76.7,2.7,0.0,3.2,0.0,5.9,40390.0
Florida,Pinellas County,2374,1029,1345,3.2,95.7,1.1,0.0,0.0,0.0,12.5,38618.0
